id,url,title,description,promoted,promotion_option,created_time,last_refresh_time,mark,price,previous_price,currency,negotiable,condition,city,district,region,latitude,longitude,seller,photo_url,delivery
1001727136,https://www.olx.pl/d/oferta/ekspres-cisnieniowy-do-kawy-philips-lattego-ep5930-cappuccinomacchiato-CID99-ID15N8Zi.html,Ekspres ciśnieniowy do kawy Philips LatteGo EP5930 CappuccinoMacchiato,"Sprzedam ekspres ciśnieniowy do kawy Philips LatteGo EP5930 Specyfikacja techniczna: • Producent: Philips • Model: EP5930 • Napoje: Espresso Cappuccino Klasyczna czarna kawa (coffee) Spienione mleko Latte macchiato Café au lait Americano • Ilość kawy i mleka: Regulowana • Ustawienia mocy aromatu: 5 • Ustawienia młynka: 5 • Ustawienia temperatury: 3 • Funkcja kawy mielonej: Tak • Funkcja Double Cup: Tak • System spieniania mleka: LatteGo • Zgodność z filtrem AquaClean: Tak • Wyjmowany blok zaparzający: Tak • Funkcja automatycznego płukania: Tak • Podpowiedzi dotyczące odkamieniania: Tak • Główny wyłącznik ON/OFF: Tak • Termoblok: Tak • Pojemność pojemnika na mleko: 0,26 L • Pojemność pojemnika na fusy: 15 kaw • Pojemność zbiornika wody: 1,8 L • Pojemność pojemnika na ziarna kawy: 250 g • Pojemnik na fusy: Dostęp od frontu urządzenia • Zbiornik wody: Dostęp od góry urządzenia • Wymiary ekspresu: 22,1 x 34 x 43 cm • Waga ekspresu: 7,2 kg W zestawie kabel zasilający. Więcej informacji poprzez kontakt telefoniczny/SMS/wiadomość OLX. Odbiór osobisty lub wysyłka przesyłką OLX/pocztą/paczkomatem/kurierem.",False,N/A,2025-05-12 18:41:19+02:00,2025-05-12 18:43:34+02:00,philips,950,,PLN,True,used,Lublin,,Lubelskie,51.23955,22.55257,private,https://ireland.apollo.olxcdn.com:443/v1/files/z1pm09cz86l02-PL/image,True
1001685873,https://www.olx.pl/d/oferta/dyson-airwrap-complete-long-multistyler-niebiesko-rozowy-CID99-ID15MYfL.html,Dyson Airwrap Complete Long Multistyler Niebiesko-różowy,"Dyson Airwrap Complete Long Multistyler Niebiesko-różowy Ten Dyson Airwrap Multistyler w kolorze Niebiesko-różowym był częścią większego zestawu sprzętu zakupionego na potrzeby prestiżowego wydarzenia w branży fryzjerskiej. Niestety nasz udział został odwołany, dlatego mam do zaoferowania nowe, nigdy nieużywane urządzenia. Dlaczego warto? • Nowy i oryginalny: Każde urządzenie jest fabrycznie zapakowane, w 100% oryginalne. • Oryginalna faktura: Dołączam dowód zakupu z MediaMarkt (Belgia). • Pozytywne opinie: Mam 48 pozytywne oceny w nowym systemie opinii OLX (ocenę można wystawić tylko przy transakcji przez Dostawa OLX). Sprzedałem już 48 z 55 egzemplarzy, wszystkie zostały wysoko ocenione. • Przystępna cena: 1500 zł – kwota ostateczna, biorąc pod uwagę, że sprzęt jest fabrycznie nowy i pochodzi z legalnego źródła. Numer seryjny • Weryfikacja na stronie Dyson: Aby zweryfikować numer seryjny, konieczna jest rejestracja urządzenia. Nie udostępniam go przed zakupem, by uniknąć nieuprawnionej rejestracji i problemów z gwarancją. Gwarancja i specyfikacja • 2-letnia gwarancja (UE): Ważna do kwietnia 2026 r. (Dyrektywa europejska – gwarancja obowiązuje w Polsce). • Standardowa wtyczka europejska: Bez konieczności używania adapterów. • Parametry: Moc 1300 W, silnik Dyson V9 (110 000 obrotów/min), długość kabla 2,675 m, waga 0,59 kg. Zawartość zestawu • Dyson Airwrap Complete Long (Niebiesko-różowy) • Końcówka do wstępnego suszenia i wykończenia fryzury • Długie końcówki cylindryczne 30 mm i 40 mm • Szczotki do modelowania i wygładzania (dla różnych typów włosów) • Okrągła szczotka dodająca objętości • Termoochronna mata • Szczotka do czyszczenia filtra • Luksusowe etui do przechowywania Wysyłka i odbiór osobisty • OLX Dostawa: Kupujący płaci z góry, odbiera paczkę i ma 24 godziny na sprawdzenie urządzenia. Jeśli wszystko jest w porządku, środki zostają zwolnione dla mnie; w razie problemów można odesłać sprzęt. • Za pobraniem (DPD): Wysyłka na mój koszt, płatność przy odbiorze. • Odbiór osobisty we Wrocławiu: Możliwość pełnego sprawdzenia urządzenia na miejscu. Szybki kontakt i obsługa • Odpowiedź w ciągu kilku minut: Najszybciej skontaktujesz się ze mną poprzez wiadomości w OLX lub SMS. • Ekspresowa wysyłka: Z reguły nadaję paczkę w ciągu 1–1,5 godziny od potwierdzenia płatności. • Bezproblemowe rozwiązanie ewentualnych usterek: W razie jakichkolwiek problemów proszę o kontakt – zawsze staram się rozwiązać sprawę szybko i profesjonalnie. Jeśli produkt okaże się wadliwy, przyjmuję zwrot zgodnie z przepisami (oczywiście w stanie nienaruszonym i kompletnym). Kontakt • Proszę o wiadomości przez OLX (chętnie odpowiem po polsku lub angielsku). • Sprzedaję jako osoba prywatna, więc brak faktury VAT.",False,N/A,2025-05-12 16:27:49+02:00,2025-05-12 19:02:09+02:00,N/A,1300,,PLN,True,new,Wrocław,Krzyki,Dolnośląskie,51.07576,17.03466,private,https://ireland.apollo.olxcdn.com:443/v1/files/5akii8b73pq7-PL/image,True
