id,url,title,description,promoted,promotion_option,created_time,last_refresh_time,mark,price,previous_price,currency,negotiable,condition,city,district,region,latitude,longitude,seller,photo_url,delivery
1001990141,https://www.olx.pl/d/oferta/ekspres-granbaristo-model-hd8966-01-CID99-ID15Ofpj.html,Ekspres GranBaristo - model HD8966/01,"Ekspres do kawy po włączeniu wyświetla błąd E04, dlatego sprzedaję jako uszkodzony. Można naprawić lub na części. Rok temu wymieniany był zaparzacz. Ekspres który robi przepyszną kawę, może jeszcze komuś posłuży. Kompletny zestaw z karafką i kablem zasilającym.",False,N/A,2025-05-13 18:31:18+02:00,2025-05-13 18:33:35+02:00,saeco,350,,PLN,True,damaged,Tychy,,Śląskie,50.1218,19.02,private,https://ireland.apollo.olxcdn.com:443/v1/files/gsktrtm4rjxe2-PL/image,False
