id,url,title,description,promoted,promotion_option,created_time,last_refresh_time,mark,price,previous_price,currency,negotiable,condition,city,district,region,latitude,longitude,seller,photo_url,delivery
1001986031,https://www.olx.pl/d/oferta/plyta-indukcujna-amica-CID99-ID15Oel1.html,Płyta indukcujna amica,"Używana płyta indukcyjna marki Amica. Doskonałe rozwiązanie do szybkiego gotowania. Technologia indukcji pozwala na precyzyjne i równomierne podgrzewanie potraw. Prosta w obsłudze i łatwa w czyszczeniu. Sprzedaje jako uszkodzona, przy włączaniu płyty pali się błąd E4.",False,N/A,2025-05-13 18:15:54+02:00,2025-05-13 18:18:32+02:00,amica,49,,PLN,True,damaged,Bytom,,Śląskie,50.34938,18.91962,private,https://ireland.apollo.olxcdn.com:443/v1/files/ktp0f2ixyny5-PL/image,True
1001394311,https://www.olx.pl/d/oferta/plyta-indukcyjna-beko-uszkodzona-CID99-ID15LKp9.html,Płyta indukcyjna Beko uszkodzona,"Płyta indykcyjna, pęknięte szkło, i elektronicznie sprawna, do wymiany szyba, 2015r. , preferowany odbior osobisty Od 9 do 20 preferowany kontakt sms",True,bundle_basic,2025-05-11 13:46:31+02:00,2025-05-11 13:48:39+02:00,beko,150,,PLN,True,damaged,Łódź,Śródmieście,Łódzkie,51.7691,19.46617,private,https://ireland.apollo.olxcdn.com:443/v1/files/hfr9dktxbpq9-PL/image,True
